Manufacturer,ManPartNum,Description,ItemNum,Price,ListPr,OnHand,Wgt,UPC,Long Description,MAP/UP
"Plantronics, Inc. (Plantronics Product)",PLA-40845-01,3.5mm to QD Plantronics,40845-01,11.88,20,0,0.001,17229004375,Allows H-series headset use with 3.5mm jacks,
"Plantronics, Inc. (Plantronics Product)",40974-01,CableCoilMod. Plug,40974-01,2.97,4.95,44,0.001,17229004412,Coil cable with male to male modular plugs for the M10 and M12 Headsets Adapters.,
"Plantronics, Inc. (Plantronics Product)",41925-01,EAR HOOK CUSHIONSTRISTARSPARE,41925-01,2.97,4.95,20,0.15,17229004474,Tristar Ear Hook Stabilizer Cushion,
"Plantronics, Inc. (Plantronics Product)",43038-01,2.5mm to QD Plantronics (RIGHT ANGLE PLUG-UNIVERSAL),43038-01,7.49,10.9,213,0.15,17229006607,Allows H-series headset use with 2.5mm mobile phones,
"Plantronics, Inc. (Plantronics Product)",PLA-43297-01,Earhook Set for CHS142ConvertiblePurpleSpare,43297-01,5.94,9.95,0,0.1,17229004696,,
"Plantronics, Inc. (Plantronics Product)",43298-03,Replacement Headband for S12H141CS10S10M175 CT-901 CHS142N and the CS14,43298-03,8.91,14.95,14,0.001,17229113978,,
"Plantronics, Inc. (Plantronics Product)",43299-01,SpareCushion/Ring ASSYDuosetPurple,43299-01,2.38,4.95,0,0.001,17229004733,Supra/Mirage/StarSet,
"Plantronics, Inc. (Plantronics Product)",43404-31,MX10 Computer Base UnitAmplifier,43404-31,80.05,150,40,1,17229007048,,
"Plantronics, Inc. (Plantronics Product)",43585-01,Value PackTRISTAR SparesH81,43585-01,5.94,9.95,0,0.1,17229108325,Value PackTristrar,
"Plantronics, Inc. (Plantronics Product)",43596-64,M22AMPEnglish,43596-64,64.04,120,563,0.45,17229124868,,
"Plantronics, Inc. (Plantronics Product)",43674-01,H31CD StarSet for Controller and Dispatch Applications,43674-01,59.77,112,575,0.25,17229115248,An excellent choice for applications demanding top-notch acoustic quality and all-day comfort. Features include SoundGuard Plus compression for more intelligible speechultralight weight of less than 1/2 ouncesoft Versatip eartiptransparent voice tubeanti-static designQuick Disconnect featureclothing clip and compatibility with all phone systems.,
"Plantronics, Inc. (Plantronics Product)",43937-01,H141/H141N FOAM EAR COVERS,43937-01,2.26,4.95,183,0.1,17229108332,Replacement Ear Cushions for DuoSet,
"Plantronics, Inc. (Plantronics Product)",44877-02,KitSpareCableAudio Device,44877-02,5.94,9.95,0,0.1,17229117877,Replacement switcher cable for MX10 multi-media adapter.,
"Plantronics, Inc. (Plantronics Product)",45227-02,Ear Loop Kit (SML) M170 Series,45227-02,2.32,4.8,0,0.15,17229108363,M17X (Mobile) EarHook Kit (S M L EarHooks),
"Plantronics, Inc. (Plantronics Product)",45588-01,ModlocksSparePkg 25,45588-01,23.77,39.95,0,0.001,17229116146,The Modular Locks are designed to fit into the modular sockets of Plantronics amplifiers to prevent the plug from being removed. When used in conjunction with a Quick Disconnect lock the whole headset is secured to the amplifier. The Modular Locks come in a bag of 25 pieces.,
"Plantronics, Inc. (Plantronics Product)",45647-04,HEADSET ASSYCONVERTIBLE IIT10/T20SPARE,45647-04,23.71,59.95,209,0.2,17229107915,<html><ul>Convertible Headset<li>Designed for the needs of the office worker</li><li>Adjustable for over-the-head stability or over-the-ear convenience</li><li> Automatic noise canceling technology</li></ul></html>,
"Plantronics, Inc. (Plantronics Product)",45651-01,SpareConformable EearhookDUOSET IIPURPLE,45651-01,5.94,9.95,10,0.001,17229108400,DuoSet-Flexible EarHook,
"Plantronics, Inc. (Plantronics Product)",45671-01,SpareAC/DC Converter110VS10/T20,45671-01,5.94,9.95,160,0.2,17229108424,,
ClearOne,460-159-001,Hard Shell Travel Case - Chat 50,460-159-001,19.18,22,0,0.55,,,
ClearOne,460-159-003,Chat50 Travel Case (Chat50Cable) **Order in Multiples of 10**,460-159-003,17.44,20,0,0.1,,,
"Plantronics, Inc. (Plantronics Product)",46186-01,MUFFLeatherette ASSYEar Cusion T-10Spare,46186-01,1.9,4.95,218,0.1,17229108462,CA10/CS10/M17X(Mobile)/PLX/SP/S10/T10/T20,
"Plantronics, Inc. (Plantronics Product)",46429-01,Extension Cable for Online Indicator (7 Ft),46429-01,11.88,19.95,0,0.1,17229108523,A20CA10,
"Plantronics, Inc. (Plantronics Product)",49323-46,HIC-10 CE200Adapter Cable,49323-46,26.74,45,318,0.45,17229151598,HIC-1 ADAPTER CABLE,
Cortelco,500005-635-001,Patriot # Card Cover,500005-635-001,0.38,0.39,0,0,,,
Cortelco,500011-642-001,Centurion Designation Strip Cover3690,500011-642-001,0.33,0.5,0,0,,,
Cortelco,500011-642-002,Centurion Designation Strip Cover3691,500011-642-002,0.33,0.5,0,0,,,
Cortelco,500011-642-003,Centurion Designation Strip Cover3693,500011-642-003,0.33,0.5,0,0,,,
Cortelco,500013-642-001,Plastic Card Cover for Patriot 2190 91 93,500013-642-001,0.29,0.31,0,0.001,,,
Cortelco,500021-626-001,Centurion Designation Strips3690,500021-626-001,0.38,0.6,0,0,,,
Cortelco,500021-626-002,Centurion Designation Strips3691,500021-626-002,0.38,0.6,0,0,,,
Cortelco,500024-626-001,Patriot Memory Card,500024-626-001,0.16,0.17,0,0,,,
Cortelco,515015BEDMNT,Advance Healthcare Phone Bed Mount with Mounting Strap,515015BEDMNT,3.81,4,0,0.3,,,
Cortelco,515015V0E20M,Advance Healthcare TelephoneWhite,515015V0E20M,13.39,14.99,0,0.65,48044003359,,
Clarity Products LLC,52200-001,(52200-001) C200 Single-Line Amplified Telephone,52200,24.33,29.95,72,1.2,17229122390,<html><p>The Clarity C200featuring ClarityPower technologymakes sounds not only louderbut also clearer and easier to understand. With up to 26 decibels of amplificationthe easy-to-use C200 is an ideal solution for those with a mild-to-moderate hearing loss.</p><ul>Features<li>ClarityPower technology</li><li>Amplifies incoming sounds up to 26 decibels</li><li>Bright visual ring indicator</li><li>Loud ringer volume</li><li>Largebacklit keypad</li><li>Hearing Aid Compatible</li></ul></html>,
Clarity Products LLC,52210-001,C210 Corded Amplified Trimline Phone,52210-001,24.33,29.95,0,1.15,17229120983,,
Clarity Products LLC,52510-000,(52510-000) AL-10- AM6000 AlertMaster Visual Alert Notification System,52510-000,117.68,179.95,0,4.15,17229133600,,
Clarity Products LLC,52510-100,(52510-100) AL & AM Door Knocker,52510-100,129.88,179.95,0,2.65,17229133181,,
Clarity Products LLC,52512-000,(52512-000) AL-12- AMRX2 Clarity AlertMaster Visual Alert System,52512-000,59.24,69.95,0,1,17229133204,,
Clarity Products LLC,52702-000,D702HS DECT 6.0 Amplified/Low Vision Cordless Phone Expandable Handset,52702-000,24.39,49.95,27,0.7,17229134935,,
Clarity Products LLC,52703-000,D703HS Spare Handset for E814 & E814CC,52703-000,24.39,39.95,63,0.65,17229135543,,
Clarity Products LLC,52704,D704HS Spare Handset for D700 Series40dB,52704-000,24.39,59.95,20,0.1,17229134850,,
Cortelco,530052-000-000,Replacement Handset for PatriotBlack,530052-000-000,6.81,7.25,1,0.5,,,
Cortelco,530052-000-075,Replacement Handset for PatriotPearl Gray,530052-000-075,7.5,12,0,0.002,,,
Cortelco,530052-PTT-000,Patriot Push to Talk Handset,530052-PTT-000,47.83,75,0,0.55,,,
Clarity Products LLC,53702-000,D702 DECT 6.0 Amplified/Low Vision Cordless Phone,53702-000,47.5,69.95,56,1,17229134942,,
Clarity Products LLC,53703-000,D703 35dB Amplified Cordless Phone,53703-000,47.5,69.95,48,0.9,17229135536,,
Clarity Products LLC,53712-000,D712 DECT 6.0 Amplified/Low Vision Cordless Phone with Digital Answering Machine,53712-000,54.82,79.95,32,1.3,17229134959,,
Clarity Products LLC,53714-000,D714 40db Amplified Cordless Phone w/ Answering Machine,53714-000,64.57,114.95,59,1.55,17229134874,,
Clarity Products LLC,53727-000,E814CC Amplified Corded/Cordless Combo Phone w/ Digital Answering Machine,53727-000,76.77,119.95,58,3.4,17229137035,,
Clarity Products LLC,53730-000,E814TM Amplified Corded Phone w/ Digital Answering Machine,53730-000,54.81,99.95,9,2.45,17229137059,,
Clarity Products LLC,54005-001,Alto Digital Clarity-Powered Telephone; No Caller ID ScreenWhite (Pearl),54005-001,99.94,159.95,8,3.95,17229139848,,
Clarity Products LLC,54505-001,Alto Plus Digital Clarity-Powered Telephone with Caller ID Screen; Black,54505-001,109.7,169.95,8,4.5,17229139855,,
ClearOne,551-153-500-01G,Power Supply Clips (USEUEK AUS),551-153-500-01G,14.82,17,0,0.15,,,
ClearOne,551-159-001,Chat 50 Universal Power Supply,551-159-001,26.16,30,0,0.015,,,
Clarity Products LLC,55173-000,(55173-000) SR100 Super Phone RingerClamshell,55173-000,25.61,36.95,10,0.4,17229135116,,
"Plantronics, Inc. (Plantronics Product)",57240-004,Calisto P240 Handset for your PC with Dial Pad,57240-004,52.83,79.95,0,0.2,17229161993,The weight is . 9lbs CALISTO P240 PACKAGE NEW STAND INSIDE,
"Plantronics, Inc. (Plantronics Product)",57250-004,Calisto P240-M,57250-004,52.83,79.95,0,0.1,17229162181,The weight is . 9lbs CALISTO P240 PACKAGE NEW STAND INSIDE,
Clarity Products LLC,58914-001,BT914HS Expandable Handset for BT914,58914-001,29.21,49.95,0,0.5,17229146457,,
ClearOne,592-158-003,Battery Pack - 7.2V 2200 MAH w/ Fuse for MAX Wireless Phones,592-158-003,34.89,40,5,0.005,,,
Clarity Products LLC,59234.001,XLC3.4+ DECT 6.0 Extra-Loud Big-Button Speakerphone with Talking Caller ID,59234-001,97.5,159.95,61,2.1,17229154612,,104
Clarity Products LLC,59364-001,XLC7BT,59364-001,109.7,169.95,0,2.6,,,
Clarity Products LLC,59465.001,XLC3.4+ / XLC7HS Combo,59465-001,158.48,219.95,0,4.9,17229158474,,
Clarity Products LLC,59522-001,XLC2+ DECT 6.0 Amplified Cordless Big-Button Speakerphone with Talking Caller ID,59522-001,87.62,143.95,0,1.6,17229154650,,
Clarity Products LLC,59884-001,59884.001 = XLC7HS (Expandable Handset),59884-001,68.23,99.95,48,1.55,17229161962,,
Clarity Products LLC,59914-001,BT914 Amplified Cordless Bluetooth Phone with Digital Answering Machine,59914-001,73.11,119.95,4,1.1,17229146440,,
"Plantronics, Inc. (Plantronics Product)",60288-41,P10 Base NORTEL (SHS-1761-12) Model P10/2250AMP (SHS-1761-12),60288-41,58.71,110,0,0.3,17229113411,<html><ul><li>Plantronics P10/2250 60288-01 P10 Plug Prong Adapter for use with NT2250 Telephones.</li><li>An amplifier to allow you to use your headset witha NT2250 Phone.</li><li>This product is also known as: P10/2250Nortel 2250SHS1761-1260288-01</li><li>Quick disconnect headset cord allows you to walk away from the phone without removing the headset</li><li>Volume Control</li><li>Automatic Gain Control</li></ul></html>,
"Plantronics, Inc. (Plantronics Product)",60425-01,KitMuff Breatheable Leatherette Headset Ear CusionsSpare (2 pack),60425-01,5.35,9.95,7,0.05,17229144064,,
"Plantronics, Inc. (Plantronics Product)",60825-310,PTK w/ QD10ft. Coiled Cord(Same as SHS1890-10),60825-310,105.76,178,0,0.65,17229151697,,
"Plantronics, Inc. (Plantronics Product)",60825-315,PTK W/QD15ft. COIL CORD SHS1890-15,60825-315,109.33,184,50,0.5,17229151703,,
"Plantronics, Inc. (Plantronics Product)",60825-325,SHS1890-25PTK w/QD25ft. Coil Cord,60825-325,121.21,204,74,0.7,17229151710,,
"Plantronics, Inc. (Plantronics Product)",60961-32,HL10USHandset Lifter w/Accessory Kit,60961-32,42.69,79.95,338,0.15,17229118201,,
"Plantronics, Inc. (Plantronics Product)",60961-34,HL10APLAHandset lifterw/Accessory Kit,60961-34,42.69,79.95,48,0.4,17229118225,,
"Plantronics, Inc. (Plantronics Product)",60961-35,Handset LifterSavi Straight Plug HL10 w/Accessory Kit (Used with new CS5** Series),60961-35,45.89,79.95,639,0.35,17229127869,,
"Plantronics, Inc. (Plantronics Product)",61476-01,SpareEar CushionSR1AUDIO 50AWH450N,61476-01,0.95,1.5,0,0.001,17229115132,,
"Plantronics, Inc. (Plantronics Product)",61478-01,SpareEar CushionLS1AUDIO 70DSP-300ENT.,61478-01,1.19,2,83,0.001,17229115392,,
Cortelco,615000-VOE-21M,Memory TrendlineBlack,615000-VOE-21M,9.53,10.56,12,1.35,48044615033,<html><ul>Features:<li>3 One-Touch Memory</li><li>10 Two-Touch Memory</li><li>Receiver Volume Control</li><li>Tone/Pulse Dialing</li><li>Electronic Ringer with On/Off Switch</li><li>MutePause and Flash</li><li>Visual Ring Indicator</li><li>Desk/Wall Mountable</li><li>Fully Modular</li><li>Last Number Redial</li></ul></html>,
Cortelco,615021-VOE-21M,Memory TrendlineFrost,615021-VOE-21M,9.53,10.56,5,1.1,48044615002,<html><ul>Features:<li>3 One-Touch Memory</li><li>10 Two-Touch Memory</li><li>Receiver Volume Control</li><li>Tone/Pulse Dialing</li><li>Electronic Ringer with On/Off Switch</li><li>MutePause and Flash</li><li>Visual Ring Indicator</li><li>Desk/Wall Mountable</li><li>Fully Modular</li><li>Last Number Redial</li></ul></html>,
"Plantronics, Inc. (Plantronics Product)",61578-01,Mounting Tape SetHL10Spare,61578-01,2.97,4.95,283,0.001,17229118997,Mounting Tape for HL10,
"Plantronics, Inc. (Plantronics Product)",61871-01,Ear CushionSuper Soft 2-PK,61871-01,5.88,9.95,0,0.1,17229113275,Supra/Encore (Pair),
"Plantronics, Inc. (Plantronics Product)",62011-01,KitY AdapterTrainer,62011-01,20.2,35.95,75,0.2,17229120952,,
"Plantronics, Inc. (Plantronics Product)",62976-01,QD CLAMP KIT,62976-01,5.94,9.95,0,0.001,17229116139,The Quick Disconnect Lock is designed to fit onto all of Plantronics H and P series headsets with any of the Quick Disconnect designs (including the new in. Hot Quick Disconnectin. DuoProA10 adapter cablesHIC & HIP cables). The new lock uses the slots in the Quick Disconnect halves to locate & form a strongtamper-proof lock.,
Cortelco,635000-TP2-27F,LCD Display TrendlineBlack,635000-TP2-27F,11.76,12.36,0,0.55,48044002437,,
Cortelco,635015-TP2-27F,LCD Display TrendlineWhite,635015-TP2-27F,11.76,12.36,0,0.85,48044002444,,
"Plantronics, Inc. (Plantronics Product)",64279-02,SPARECABLE ASSY2.5MM TO QDGENERAL TRADES,64279-02,11.88,20,147,0.05,17229118065,Cable 18in. 2.5mm RT-Angle to QD Gold Plug PTH100/200,
"Plantronics, Inc. (Plantronics Product)",64399-03,SPAREBATTERYCS351/CS361,64399-03,23.77,39.99,36,0.001,17229129412,,
"Plantronics, Inc. (Plantronics Product)",64402-14,CS50 Replacement Headset,64402-14,101.39,199,13,0.05,17229116252,,
"Plantronics, Inc. (Plantronics Product)",65116-02,On-Line IndicatorLow Profile w/PLt LogoWorks w/ CS50 & Voyager 510,65116-02,17.83,29.95,235,0.1,17229117846,Plantronics 65116-01 Online indicator busy light lets people know when you are on the phone.The on line indicator ends in a 90 degree low profile jack and connects to the HL10 handset lifter. The 65116-01 works with the CS50and Voyager 510 wireless headset systems.,
"Plantronics, Inc. (Plantronics Product)",65145-01,S12 Amplifier with Firefly Convertible Headset systemUSEAS,65145-01,66.16,129.95,33,1.5,17229116719,<ul> <li>-Hands free. Improve your productivity. Fileuse e-mailtake notes while on the phone. Keep your hands free to multitask.</li> <li>-Noise-canceling microphone delivers crystal clear voice quality and eliminates annoying background noise. Enjoy the whole conversation.</li> <li>-Call Clarity technology filters phone line and room noise for clearer calls.</li> <li>-Firefly in-use indicator light ends unintended interruptions. The unique boommounted flashing red light lets others know when youft. re on the phone.</li> <li>-Two-in-one convertible headset delivers all-day comfort with a choice of wearing styles: over the head for stability or over the ear for easy-oneasy-off convenience.</li> <li>-Easy installation. Connects to single- or multi-line phones.</li> </ul>,
"Plantronics, Inc. (Plantronics Product)",65148-11,S11 Amplifier with Over-the-Head NC Headset systemUSEAS,65148-11,46.31,89.95,87,0.85,17229116931,,
"Plantronics, Inc. (Plantronics Product)",65219-01,Headset AssyS12NO HEADBANDSpare,65219-01,41.59,69.95,8,0.15,17229117464,S12 Replacement Headset. Headband not included.,
"Plantronics, Inc. (Plantronics Product)",65287-01,CABLE ASSY2.5MMN1 TO QDCISCO,65287-01,11.88,20,23,0.15,17229116894,Headset adapter cable for Cisco Cordless IP phone model 7920. Plantronics cable has a special 2.5mm plug adapter with 4-conductors (3 black bands). The other end of the cord has quick disconnect to snap together with either the H91-CIS or H101-CIS headset. These two models are specially engineered with increased RF shielding to mitigate any buzzing sounds due to the strong signal of the cordless phone.,
"Plantronics, Inc. (Plantronics Product)",65388-02,Headset Replacement Top for S11Spare,65388-02,17.83,29.95,42,0.1,17229118911,Replacement Headset for the S11,
"Plantronics, Inc. (Plantronics Product)",65581-01,Inline volume and mute control replacement for DA60Spare,65581-01,11.88,19.95,64,0.25,17229117211,,
"Plantronics, Inc. (Plantronics Product)",65582-01,CABLE ASSYQD/MODSPAREDA60,65582-01,26.74,45,0,0.05,17229117228,,
"Plantronics, Inc. (Plantronics Product)",65700-01,EARMUFFQTY 3CS50/CS60/CS55,65700-01,2.38,4.95,16,0.001,17229118614,,
"Plantronics, Inc. (Plantronics Product)",65932-01,Value PackCloth. ClipSpare Voice TubeCushionWipeSUPRAPLUS,65932-01,5.94,9.95,507,0.001,17229117921,Value Pack Supra Plus Includes Voice Tube2x Ear CushionsBackground Noise SuppressorCord Clipand Sanitary Wipes,
"Plantronics, Inc. (Plantronics Product)",66267-01,A10-12-S1/A CableU.S.,66267-01,26.74,45,0,0.25,17229117990,,
"Plantronics, Inc. (Plantronics Product)",66268-02,A10-16 Direct Connect Apollo Cable (Boxed),66268-02,26.74,45,847,0.45,17229118003,Plantronics A10 Cord (P/N 66268-01formerly P/N 33669-01) is a special cord (QD - Modular) which allows for an H-series headset to be adapted to headset-ready phones which would normally take a P-series Polaris headset. The typical application for these cords is a call center or office already equipped with H-series headsetsand a new Polaris-compatible phone system is purchased. By buying these cordsyou can keep your existing headsets rather than having to buy new Polaris-versions. Due to the specialized nature of this particular cordplease contact us to determine if this is the correct cord for you to be certain before ordering. There are several different cords which look the same so if you have any doubts about the part number you needplease call us and provide your telephone brand name and model number for personalized advice.,
"Plantronics, Inc. (Plantronics Product)",66268-03,A10-16 Direct Connect Apollo Cable (Bagged),66268-03,26.74,45,25,0.1,17229133631,Plantronics A10 Cord (P/N 66268-01formerly P/N 33669-01) is a special cord (QD - Modular) which allows for an H-series headset to be adapted to headset-ready phones which would normally take a P-series Polaris headset. The typical application for these cords is a call center or office already equipped with H-series headsetsand a new Polaris-compatible phone system is purchased. By buying these cordsyou can keep your existing headsets rather than having to buy new Polaris-versions. Due to the specialized nature of this particular cordplease contact us to determine if this is the correct cord for you to be certain before ordering. There are several different cords which look the same so if you have any doubts about the part number you needplease call us and provide your telephone brand name and model number for personalized advice.,
"Plantronics, Inc. (Plantronics Product)",66735-01,CS50 Replacement Headband Uniband versionover-the-head CS50/CS60,66735-01,11.88,19.95,1446,0.001,17229118621,CS50 Replacement headbandover-the-head - Uniband version,
"Plantronics, Inc. (Plantronics Product)",67063-01,CS50 Leatherette Ear Cushion Uniband (2),67063-01,1.9,4.95,164,0.001,17229118195,Leatherette ear cushion for CS50 Wireless Offie Headset System,
"Plantronics, Inc. (Plantronics Product)",67712-01,Ear CushionDoughnutBlack,67712-01,5.35,9.95,938,0.001,17229119000,Leatherette Doughnut Ear Cushions - Black (Qty 2). For use with H251H261MS250MS260.,
Cortelco,681702-TP2-27F,Additional Handset/Charger 5.8ghz Analog Cordless w/ CID**Base Unit for this Item is Discontinued. Additional Handset/Charger can only be used if you have an Existing Base Unit**,681702-TP2-27F,22.9,23.95,0,1,48044681717,<html><ul>Handset and Charger Features:<li>Expandable to 4 handsets total</li><li>Orange Alphanumeric LCD (Lighted)</li><li>Auto Answer/Any Key Answer</li><li>Flash</li><li>Mute</li><li>Redial</li><li>Page (Base to Handset)</li><li>10 Number Speed Dial</li></ul></html>,
"Plantronics, Inc. (Plantronics Product)",68331-01,Console Interface Cable Connector,68331-01,43.97,74,10,0.3,17229161054,Console interface cable for CA10CD wireless controller dispatch headsets sytem used in 6-wire applications,
"Plantronics, Inc. (Plantronics Product)",69056-11,M214C Mobile over the head Adjustable Vol. & Mute SwitchBlackUS,69056-11,10.03,34.95,147,0.7,17229120242,<html><p>Multi-task at home while enjoying clearnoise-free conversations with your hands-free PlantronicsM214C headset for cordless phones. This comfortableaffordable headset includes an inline microphone adjust switch that optimizes your voice volumeand convenient volume and mute controls to minimize annoying background noise. The M214C simply plugs into your existing cordless home phones and mobile phones that have 2.5mm ports.</p><ul>Highlights<li>Adjustable headband provides a comfortablesecure fit</li><li>Convenient inline microphone adjust switch optimizes sound for cordless phones</li><li>One-touch inline volume and mute controls</li><li>Optimal voice clarity with noise canceling microphone</li><li>Also works with mobile phones that have a 2.5mm port</li></ul></html>,
ClearOne,699-158-001,Power CordEuro Type 3-Pin,699-158-001,8.63,10,0,0.6,,,
ClearOne,699-158-015,Power Cord - US Type 3 Pin Figure 8 For use with ClearOne MAX Wireless,699-158-015,6.89,8,0,0.2,,,
"Plantronics, Inc. (Plantronics Product)",70385-01,Soft Gel Ear Tip KitDiscovery 6406XX Series,70385-01,2.2,2.95,2,0.1,17229121409,,
"Plantronics, Inc. (Plantronics Product)",70765-01,SPARECABLE ASSYCOIL CORD 10FT 2.5mm TO QD,70765-01,26.74,45,131,0.1,17229121546,,
"Plantronics, Inc. (Plantronics Product)",71173-01,SpareM15D 10ft. Coiled Cord,71173-01,26.74,45,13,0.15,17229121867,,
"Plantronics, Inc. (Plantronics Product)",71483-01,Accessory KitHL10 Extention Arm w/Ring detector,71483-01,5.94,9.95,109,0.35,17229122383,,
"Plantronics, Inc. (Plantronics Product)",71781-01,Ear CushionCS351CS361SupraPlus Wireless,71781-01,2.97,4.95,51,0.001,17229123083,Foam Ear Cushions - Qty (2) - For use with CS351CS351NCS361and CS361N.,
"Plantronics, Inc. (Plantronics Product)",71782-01,Ear CushionLeatheretteCS351 CS361,71782-01,3.57,9.95,63,0.001,17229123090,Leather Ear Cushions - Qty (2),
"Plantronics, Inc. (Plantronics Product)",7200-25500-019,Skype for Business/O365/Lync Ed. RP Trio 8800 Collab KitPolycom UCS SfB Lic802.3af/at PoE,7200-25500-019,1597.64,2190,0,5.85,610807868774,Skype for Business/O365/Lync Ed. RP Trio 8800 Collab KitPolycom UCS SfB Lic802.3af/at PoEIncludes: Trio 8800Trio Visual+LogitechC930eNetwork CablesUSB & HDMI Cable (1.8m)VESA Mount (NO POWER KIT)Includes 1 Yr Prem CALA3 Yr PP China,
"Plantronics, Inc. (Plantronics Product)",72442-41,HISAdapter Cable,72442-41,26.74,45,2634,0.2,662742111514,,
"Plantronics, Inc. (Plantronics Product)",72742-02,SpareHeadband SupportWH300/WH350,72742-02,5.94,9.95,0,0.05,17229136410,,
"Plantronics, Inc. (Plantronics Product)",72913-01,SpareEar Tip Kit for use with CS70CS70N510510S510USB,72913-01,2.97,4.95,0,0.001,17229123212,Spare Ear Tip Kit for CS70 Wireless Office Headset System HEADSET,
"Plantronics, Inc. (Plantronics Product)",72913-02,EARTIP KIT2 Ear Tipsw/CushionsFriction Ring EarbudEar coneCS530W430W700ft. s,72913-02,2.97,4.95,26,0.2,17229137295,,
"Plantronics, Inc. (Plantronics Product)",75010-01,External RingDetectorSpare,75010-01,3.55,4,317,0.35,17229145573,x,
"Plantronics, Inc. (Plantronics Product)",76141-01,EXTENDED ARMACCESORYASSEMBLY,76141-01,2.38,4.95,43,0.05,17229125957,,
Clarity Products LLC,76557-101,JV35W Big Button in. Braillein. Phone with Talk-Back NumbersWhite Keys,76557-101,85.3,139.95,0,2.35,17229154896,,
Clarity Products LLC,76560-001,JV35 Big Button in. Braillein. Phone with Talk-Back NumbersBlack Keys,76560-001,85.3,139.95,3,2.3,17229154902,,
Clarity Products LLC,76593-000,(76593-000) P300 Amplified in. Photo Phonein.,76593,40.18,49.95,30,2.25,759599765936,<html><p>The P300 amplified corded phoneby Clarityfeatures ClarityPower technology to make sounds not only louderbut also clearer and easier to understand. With up to 18 decibels of amplification and programmable photo memory buttonsthe P300 is an ideal solution for those with mild-to-moderate hearing loss or low vision.</p><ul>Features<li>ClarityPower technology</li><li>Amplifies incoming sound up to 18 decibels</li><li>Nine programmable photo memory buttons</li><li>Adjustable incoming volume control</li><li>Bright visual ring indicator</li><li>Extra loud ringer (75+ dB)</li><li>Largeeasy-to-use dial pad</li><li>Hearing Aid Compatible</li></ul></html>,
"Plantronics, Inc. (Plantronics Product)",77684-01,CLOTHCLEANINGFOR HEADSET,77684-01,0.12,0.25,0,0.01,,,
"Plantronics, Inc. (Plantronics Product)",78333-01,SPARECABLE 2.5MM GOLD PLUG AND MODULAR500MM,78333-01,7.07,9.95,12,0.001,,,
"Plantronics, Inc. (Plantronics Product)",78712-101,EncorePro HW710Monaural NC Headset (Over the Head),78712-101,76.85,144,1562,0.75,17229174122,,
"Plantronics, Inc. (Plantronics Product)",78714-101,EncorePro HW720Binaural NC Headset (Over the Head),78714-101,89.65,168,559,0.7,17229147157,,
"Plantronics, Inc. (Plantronics Product)",78715-101,EncorePro HW710D,78715-101,78.44,147,72,0.5,17229147188,,
"Plantronics, Inc. (Plantronics Product)",78716-101,EncorePro HW720D,78716-101,91.25,171,3,0.5,17229147195,,
"Plantronics, Inc. (Plantronics Product)",78887-01,RD-1 Hookswitch AdapterRCU,78887-01,14.85,24.99,216,0.1,17229127890,,
"Plantronics, Inc. (Plantronics Product)",79412-01,Discovery 925 Spare EartipSmall3 pk,79412-01,2.97,4.95,14,0.001,17229128194,,
"Plantronics, Inc. (Plantronics Product)",79412-02,SPAREEARTIPMED3 PACKDISCOVERY 925/975,79412-02,2.97,4.95,14,0.01,17229128200,,
"Plantronics, Inc. (Plantronics Product)",79412-03,SPAREEARTIPLARGE3 PACKDISCOVERY 925/975,79412-03,2.97,4.95,4,0.001,17229128217,,
Clarity Products LLC,79566-001,TL200 Wireless TV Listener,79566-001,109.7,149.95,0,2.5,,,149.95
"Plantronics, Inc. (Plantronics Product)",79694-11,SpareKit Y-Adapter Trainer DQD,79694-11,23.77,39.95,1,0.05,503358802966,,
"Plantronics, Inc. (Plantronics Product)",79960-01,Vista AP15,79960-01,80.05,150,156,1.1,17229128750,,
"Plantronics, Inc. (Plantronics Product)",80057-11,CT14 Standard Phone 1.90 GHz DECT 6.0,80057-11,85.38,159.95,123,1.35,17229128705,,
"Plantronics, Inc. (Plantronics Product)",80090-05,ADAPTER SWITCHER UNIV 9V 500MA RIGHT-ANGLED PLUG NA JAP TW MEX BRA,80090-05,7.13,9.95,326,0.35,17229134775,,
"Plantronics, Inc. (Plantronics Product)",80287-01,Online Indicator for Savi/new CS seriesStraight Plug,80287-01,19.01,29.95,321,0.3,17229129559,,
"Plantronics, Inc. (Plantronics Product)",80322-01,SPAREBATTERY PACKCA12CD,80322-01,29.71,49.95,582,0.45,17229132191,CA12CD replacement battery,
"Plantronics, Inc. (Plantronics Product)",80354-01,EAR CUSHIONFOAMENCOREPRO,80354-01,2.97,4.95,3,0.001,17229129061,,
"Plantronics, Inc. (Plantronics Product)",80355-01,Leatherette Ear Cushionsfor HW291NHW301NEncorePro,80355-01,5.94,9.95,174,0.001,17229129078,,
"Plantronics, Inc. (Plantronics Product)",80762-41,D261N STEREO/DA-MUS-APLA,80762-41,122.74,229,0,0.5,17229132207,,
"Plantronics, Inc. (Plantronics Product)",81083-01,SpareM170 HeadsetCT14,81083-01,17.83,29.95,12,0.2,17229129641,,
"Plantronics, Inc. (Plantronics Product)",81085-01,SPAREBATTERY DOORCT14,81085-01,2.97,4.95,0,0.005,17229129689,,
"Plantronics, Inc. (Plantronics Product)",81086-01,CT14 Replacement Belt ClipSpare,81086-01,2.97,4.95,55,0.1,17229129696,,
